Movie	Budget	Best actors	Top dollar actors	Genre	MPAA rating	Country	Sequel	Summer release	Holiday release	Christmas release	First weekend	Ebert review	Opening screens	Month released (1998)	Total domestic gross	Oscar nominations	Oscars	Nominations (in/out of release)	Log budget	Log 1st weekend	Log domestic	First weekend per screen	No budget	Ebert missing	Log opening screens	Log $ per screen	Few screens	Action	Childrens	Comedy	Documentary	Drama	Horror	SF	Thriller	G	PG	PG-13	R	NC-17	U	UK gross	Logged UK gross
I Got the Hook Up	3.500000000e+000	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.310349000e+000		6.550000000e+002	May	1.030500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.440680444e-001	5.198737825e-001	1.013047996e+000	5.053967939e-003	0.000000000e+000	1.000000000e+000	2.816241300e+000	-2.296367517e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
I Love You, Don't Touch Me!		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.359800000e-002		8.000000000e+000	February	3.359800000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.473686574e+000	-1.473686574e+000	4.199750000e-003	1.000000000e+000	1.000000000e+000	9.030899870e-001	-2.376776561e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
I Married a Strange Person!		0.000000000e+000	0.000000000e+000	Comedy	U	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.347200000e-002		2.000000000e+000	August	2.031340000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.870567926e+000	-6.922173795e-001	6.736000000e-003	1.000000000e+000	1.000000000e+000	3.010299957e-001	-2.171597922e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
I Still Know What You Did Last Summer	2.400000000e+001	0.000000000e+000	0.000000000e+000	Horror	R	USA	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.652003800e+001	1.000000000e+000	2.443000000e+003	November	3.998900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.380211242e+000	1.218011042e+000	1.601940544e+000	6.762193205e-003	0.000000000e+000	0.000000000e+000	3.387923467e+000	-2.169912425e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.657000000e+000	4.243915544e-001
I Think I Do		0.000000000e+000	0.000000000e+000	Comedy	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.363300000e-002		5.000000000e+000	April	3.446650000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.473234393e+000	-4.626028160e-001	6.726600000e-003	1.000000000e+000	1.000000000e+000	6.989700043e-001	-2.172204397e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
I Went Down		0.000000000e+000	0.000000000e+000	Comedy	R	English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.876310000e-001	3.000000000e+000	6.900000000e+001	June	4.052970000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-7.266954068e-001	-3.922266109e-001	2.719289855e-003	1.000000000e+000	0.000000000e+000	1.838849091e+000	-2.565544498e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Il Testimone dello Sposo (The Best Man)		0.000000000e+000	0.000000000e+000	Drama	U	Non-English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	8.815000000e-003		2.000000000e+000	August	8.926300000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.054777683e+000	-1.049328521e+000	4.407500000e-003	1.000000000e+000	1.000000000e+000	3.010299957e-001	-2.355807679e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
I'll Be Home For Christmas		0.000000000e+000	0.000000000e+000	Comedy	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.898293000e+000	1.000000000e+000	1.759000000e+003	November	1.221300000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		5.908744781e-001	1.086822357e+000	2.216198408e-003	1.000000000e+000	0.000000000e+000	3.245265839e+000	-2.654391361e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Illtown		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.447800000e-002		1.000000000e+000	January	1.447800000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.839291428e+000	-1.839291428e+000	1.447800000e-002	1.000000000e+000	1.000000000e+000	0.000000000e+000	-1.839291428e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Imposters, The		1.000000000e+000	0.000000000e+000	Comedy	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.087670000e-001	2.000000000e+000	6.600000000e+001	October	2.197000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-5.103691218e-001	3.418300569e-001	4.678287879e-003	1.000000000e+000	0.000000000e+000	1.819543936e+000	-2.329913057e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
In God's Hands		0.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.553420000e-001		1.090000000e+002	April	1.379000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.554394800e-001	1.395642662e-001	5.094880734e-003	1.000000000e+000	1.000000000e+000	2.037426498e+000	-2.292865978e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Insomnia		0.000000000e+000	0.000000000e+000	Thriller	U	Non-English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.036600000e-002	3.500000000e+000	2.000000000e+000	May	2.211730000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.691094261e+000	-6.552678912e-001	1.018300000e-002	1.000000000e+000	0.000000000e+000	3.010299957e-001	-1.992124256e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Jack Frost	5.000000000e+001	0.000000000e+000	1.000000000e+000	Comedy	PG	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.104125000e+000	1.000000000e+000	2.152000000e+003	December	3.389300000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.698970004e+000	8.515105944e-001	1.530110012e+000	3.301173327e-003	0.000000000e+000	0.000000000e+000	3.332842267e+000	-2.481331673e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.635000000e+000	2.135177570e-001
Jane Austen's Mafia		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	6.577961000e+000	2.000000000e+000	1.942000000e+003	July	1.988200000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000		8.180912943e-001	1.298460069e+000	3.387209578e-003	1.000000000e+000	0.000000000e+000	3.288249226e+000	-2.470157931e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Jenseits der Stille (Beyond Silence)		0.000000000e+000	0.000000000e+000	Drama	PG-13	Non-English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	6.088800000e-002	3.500000000e+000	4.000000000e+000	June	1.713340000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.215468291e+000	-7.661564459e-001	1.522200000e-002	1.000000000e+000	0.000000000e+000	6.020599913e-001	-1.817528282e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Jerry Springer: Ringmaster		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	3.344022000e+000	2.000000000e+000	1.312000000e+003	November	9.247000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		5.242691260e-001	9.660008576e-001	2.548797256e-003	1.000000000e+000	0.000000000e+000	3.117933835e+000	-2.593664709e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Karakter (Character)	4.500000000e+000	0.000000000e+000	0.000000000e+000	Drama	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.726800000e-002	3.500000000e+000	6.000000000e+000	March	7.134130000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.532125138e-001	-1.428663913e+000	-1.466589811e-001	6.211333333e-003	0.000000000e+000	0.000000000e+000	7.781512504e-001	-2.206815164e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Keep the Apidistra Flying		1.000000000e+000	0.000000000e+000	Comedy	PG-13	English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.738300000e-002	3.000000000e+000	5.000000000e+000	August	3.013600000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.427325849e+000	-5.209143928e-001	7.476600000e-003	1.000000000e+000	0.000000000e+000	6.989700043e-001	-2.126295854e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Kissing a Fool		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.308145000e+000	1.000000000e+000	1.742000000e+003	March	4.002000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		3.632630882e-001	6.022770843e-001	1.324997130e-003	1.000000000e+000	0.000000000e+000	3.241048151e+000	-2.877785063e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Knock Off	3.500000000e+001	0.000000000e+000	0.000000000e+000	Action	R	English	0.000000000e+000	1.000000000e+000	1.000000000e+000	0.000000000e+000	5.516231000e+000		1.800000000e+003	September	1.007600000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.544068044e+000	7.416424446e-001	1.003288159e+000	3.064572778e-003	0.000000000e+000	1.000000000e+000	3.255272505e+000	-2.513630061e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Krippendorf's Tribe		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.316377000e+000	2.000000000e+000	1.529000000e+003	March	7.514000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		5.206638945e-001	8.758711907e-001	2.168984303e-003	1.000000000e+000	0.000000000e+000	3.184407485e+000	-2.663743591e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Kundun	2.800000000e+001	0.000000000e+000	0.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.620041000e+000	3.000000000e+000	4.290000000e+002	January	5.532000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.447158031e+000	2.095260058e-001	7.428821714e-001	3.776319347e-003	0.000000000e+000	0.000000000e+000	2.632457292e+000	-2.422931286e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
La Femme de chambre du Titanic (The Chambermaid on the Titanic)		0.000000000e+000	0.000000000e+000	Drama	U	Non-English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	7.902000000e-003		1.000000000e+000	August	2.444650000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.102262975e+000	-6.117833099e-001	7.902000000e-003	1.000000000e+000	1.000000000e+000	0.000000000e+000	-2.102262975e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
La Tregua (The Truce)		0.000000000e+000	0.000000000e+000	Drama	R	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.316500000e-002		5.000000000e+000	April	7.144800000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.635167695e+000	-1.146009924e+000	4.633000000e-003	1.000000000e+000	1.000000000e+000	6.989700043e-001	-2.334137700e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Land Girls, The		0.000000000e+000	0.000000000e+000	Drama	R	English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.092100000e-002	2.500000000e+000	3.000000000e+000	June	1.460830000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.679417561e+000	-8.354003209e-001	6.973666667e-003	1.000000000e+000	0.000000000e+000	4.771212547e-001	-2.156538815e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Last Big Thing, The		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.165000000e-003		1.000000000e+000	September	2.243400000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.380384994e+000	-1.649093284e+000	4.165000000e-003	1.000000000e+000	1.000000000e+000	0.000000000e+000	-2.380384994e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Last Days of Disco, The		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.776010000e-001	3.500000000e+000	2.200000000e+001	May	2.987000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-5.565789738e-001	4.752352226e-001	1.261822727e-002	1.000000000e+000	0.000000000e+000	1.342422681e+000	-1.899001655e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Lawn Dogs		0.000000000e+000	0.000000000e+000	Drama	R	English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.485900000e-002	1.500000000e+000	1.000000000e+000	May	1.062920000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.125755979e+000	-9.734994211e-001	7.485900000e-002	1.000000000e+000	0.000000000e+000	0.000000000e+000	-1.125755979e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Le Bossu (On Guard)	3.000000000e+001	0.000000000e+000	0.000000000e+000	Action	U	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.615800000e-002		2.300000000e+001	March	5.615800000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.477121255e+000	-1.250588367e+000	-1.250588367e+000	2.441652174e-003	0.000000000e+000	1.000000000e+000	1.361727836e+000	-2.612316203e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Leather Jacket Love Story		0.000000000e+000	0.000000000e+000	Comedy	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.278400000e-002		1.000000000e+000	February	1.278400000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.893333238e+000	-1.893333238e+000	1.278400000e-002	1.000000000e+000	1.000000000e+000	0.000000000e+000	-1.893333238e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Les Couloirs du temps: Les visiteurs 2 (The Corridors of Time)		0.000000000e+000	0.000000000e+000	Comedy	U	Non-English	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.831600000e-002		2.400000000e+001	March	1.460720000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.165477570e+000	-8.354330244e-001	2.846500000e-003	1.000000000e+000	1.000000000e+000	1.380211242e+000	-2.545688812e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
