S & P Index value	S & P return	Date	Day	Logged S&P	Lag Log S&P	Diff S&P
77.68	0	640225	415	4.352597824	4.352597824	0
77.87	0.002445932	640226	416	4.35504077	4.352597824	0.002442946
77.62	-0.003210479	640227	417	4.351825126	4.35504077	-0.003215644
77.8	0.00231899	640228	418	4.354141431	4.351825126	0.002316305
77.97	0.00218509	640302	419	4.356324137	4.354141431	0.002182706
78.22	0.003206361	640303	420	4.359525369	4.356324137	0.003201232
78.07	-0.001917668	640304	421	4.35760586	4.359525369	-0.001919509
78.06	-0.00012809	640305	422	4.357477762	4.35760586	-0.000128098
78.31	0.003202665	640306	423	4.360675309	4.357477762	0.003197547
78.33	0.000255395	640309	424	4.360930671	4.360675309	0.000255363
78.59	0.00331929	640310	425	4.364244465	4.360930671	0.003313793
78.95	0.004580735	640311	426	4.368814741	4.364244465	0.004570276
79.08	0.001646612	640312	427	4.370459998	4.368814741	0.001645258
79.14	0.000758725	640313	428	4.371218436	4.370459998	0.000758438
79.14	0	640316	429	4.371218436	4.371218436	0
79.32	0.00227445	640317	430	4.373490304	4.371218436	0.002271868
79.38	0.00075643	640318	431	4.374246447	4.373490304	0.000756144
79.3	-0.001007811	640319	432	4.373238129	4.374246447	-0.001008319
78.92	-0.004791929	640320	433	4.368434681	4.373238129	-0.004803447
78.93	0.000126711	640323	434	4.368561384	4.368434681	0.000126703
78.79	-0.001773724	640324	435	4.366786085	4.368561384	-0.001775298
78.97	0.002284554	640325	436	4.369068034	4.366786085	0.002281948
79.19	0.002785868	640326	437	4.371850028	4.369068034	0.002781995
79.14	-0.000631393	640330	438	4.371218436	4.371850028	-0.000631592
78.98	-0.002021734	640331	439	4.369194656	4.371218436	-0.00202378
79.24	0.003291973	640401	440	4.372481222	4.369194656	0.003286566
79.7	0.005805149	640402	441	4.378269586	4.372481222	0.005788364
79.94	0.003011292	640403	442	4.381276353	4.378269586	0.003006767
80.02	0.001000751	640406	443	4.382276603	4.381276353	0.00100025
79.74	-0.003499125	640407	444	4.378771342	4.382276603	-0.003505261
79.75	0.000125408	640408	445	4.378896742	4.378771342	0.0001254
79.7	-0.000626959	640409	446	4.378269586	4.378896742	-0.000627156
79.85	0.001882058	640410	447	4.380149875	4.378269586	0.001880289
79.77	-0.001001879	640413	448	4.379147494	4.380149875	-0.001002381
79.99	0.002757929	640414	449	4.381901627	4.379147494	0.002754133
80.09	0.001250156	640415	450	4.383151002	4.381901627	0.001249375
80.2	0.001373455	640416	451	4.384523515	4.383151002	0.001372513
80.55	0.00436409	640417	452	4.38887811	4.384523515	0.004354595
80.5	-0.000620732	640420	453	4.388257184	4.38887811	-0.000620925
80.54	0.000496894	640421	454	4.388753955	4.388257184	0.000496771
80.49	-0.00062081	640422	455	4.388132953	4.388753955	-0.000621002
80.38	-0.001366629	640423	456	4.386765389	4.388132953	-0.001367564
79.75	-0.007837771	640424	457	4.378896742	4.386765389	-0.007868647
79.35	-0.005015674	640427	458	4.373868447	4.378896742	-0.005028295
79.9	0.006931317	640428	459	4.380775853	4.373868447	0.006907406
79.7	-0.002503129	640429	460	4.378269586	4.380775853	-0.002506267
79.46	-0.003011292	640430	461	4.37525375	4.378269586	-0.003015835
80.17	0.008935313	640501	462	4.38414938	4.37525375	0.00889563
80.47	0.003742048	640504	463	4.387884444	4.38414938	0.003735064
80.88	0.005095066	640505	464	4.392966575	4.387884444	0.005082131
81.06	0.002225519	640506	465	4.395189621	4.392966575	0.002223046
81.15	0.001110289	640507	466	4.396299294	4.395189621	0.001109673
81	-0.001848429	640508	467	4.394449155	4.396299294	-0.001850139
80.9	-0.001234568	640511	468	4.393213824	4.394449155	-0.001235331
81.16	0.003213844	640512	469	4.396422515	4.393213824	0.003208691
80.97	-0.002341055	640513	470	4.394078716	4.396422515	-0.002343799
80.86	-0.001358528	640514	471	4.392719264	4.394078716	-0.001359451
81.01	0.001855058	640515	472	4.394572604	4.392719264	0.00185334
80.72	-0.003579805	640518	473	4.390986376	4.394572604	-0.003586228
80.3	-0.005203171	640519	474	4.385769621	4.390986376	-0.005216755
80.66	0.004483188	640520	475	4.390242789	4.385769621	0.004473168
80.7	0.000495909	640521	476	4.390738575	4.390242789	0.000495786
80.73	0.000371747	640522	477	4.391110253	4.390738575	0.000371678
80.56	-0.002105785	640525	478	4.389002248	4.391110253	-0.002108005
80.39	-0.002110228	640526	479	4.38688979	4.389002248	-0.002112458
80.26	-0.001617117	640527	480	4.385271365	4.38688979	-0.001618426
80.37	0.001370546	640528	481	4.386640972	4.385271365	0.001369607
80.11	-0.003235038	640601	482	4.38340069	4.386640972	-0.003240282
79.7	-0.005117963	640602	483	4.378269586	4.38340069	-0.005131104
79.49	-0.002634881	640603	484	4.375631228	4.378269586	-0.002638358
78.67	-0.010315763	640604	485	4.365261888	4.375631228	-0.010369339
79.02	0.004448964	640605	486	4.369700985	4.365261888	0.004439097
78.64	-0.004808909	640608	487	4.364880476	4.369700985	-0.004820509
79.14	0.006358087	640609	488	4.371218436	4.364880476	0.00633796
79.44	0.003790751	640610	489	4.37500202	4.371218436	0.003783584
79.73	0.003650554	640611	490	4.378645927	4.37500202	0.003643907
79.6	-0.001630503	640612	491	4.377014093	4.378645927	-0.001631834
79.97	0.004648241	640615	492	4.381651564	4.377014093	0.004637471
80.4	0.005377016	640616	493	4.387014176	4.381651564	0.005362612
80.81	0.005099502	640617	494	4.39210072	4.387014176	0.005086544
80.79	-0.000247494	640618	495	4.391853195	4.39210072	-0.000247525
80.89	0.001237777	640619	496	4.393090207	4.391853195	0.001237012
81.11	0.002719743	640622	497	4.395806258	4.393090207	0.002716051
80.77	-0.004191838	640623	498	4.391605609	4.395806258	-0.004200649
81.06	0.003590442	640624	499	4.395189621	4.391605609	0.003584012
81.21	0.001850481	640625	500	4.397038392	4.395189621	0.001848771
81.46	0.003078439	640626	501	4.400112102	4.397038392	0.00307371
81.64	0.002209673	640629	502	4.402319338	4.400112102	0.002207236
81.69	0.000612445	640630	503	4.402931595	4.402319338	0.000612257
82.27	0.007100012	640701	504	4.410006521	4.402931595	0.007074926
82.6	0.004011183	640702	505	4.414009681	4.410006521	0.004003159
82.98	0.004600484	640706	506	4.418599615	4.414009681	0.004589934
83.12	0.001687154	640707	507	4.420285347	4.418599615	0.001685732
83.12	0	640708	508	4.420285347	4.420285347	0
83.22	0.00120308	640709	509	4.421487704	4.420285347	0.001202357
83.36	0.001682288	640710	510	4.423168578	4.421487704	0.001680874
83.31	-0.000599808	640713	511	4.42256859	4.423168578	-0.000599988
83.06	-0.00300084	640714	512	4.419563238	4.42256859	-0.003005352
83.34	0.003371057	640715	513	4.422928626	4.419563238	0.003365388
83.64	0.003599712	640716	514	4.426521875	4.422928626	0.003593249
84.01	0.004423721	640717	515	4.430935839	4.426521875	0.004413965
83.74	-0.003213903	640720	516	4.427716761	4.430935839	-0.003219079
83.54	-0.002388345	640721	517	4.425325559	4.427716761	-0.002391202
83.52	-0.000239406	640722	518	4.425086124	4.425325559	-0.000239435
83.48	-0.000478927	640723	519	4.424607082	4.425086124	-0.000479042
83.46	-0.000239578	640724	520	4.424367475	4.424607082	-0.000239607
83.08	-0.004553079	640727	521	4.419803999	4.424367475	-0.004563476
82.85	-0.002768416	640728	522	4.417031744	4.419803999	-0.002772255
82.92	0.0008449	640729	523	4.417876288	4.417031744	0.000844544
83.09	0.002050169	640730	524	4.419924358	4.417876288	0.00204807
83.18	0.001083163	640731	525	4.421006934	4.419924358	0.001082577
83	-0.002163982	640803	526	4.418840608	4.421006934	-0.002166327
81.96	-0.01253012	640804	527	4.406231323	4.418840608	-0.012609284
82.09	0.00158614	640805	528	4.407816206	4.406231323	0.001584883
81.34	-0.009136314	640806	529	4.3986379	4.407816206	-0.009178306
81.86	0.006392919	640807	530	4.405010471	4.3986379	0.006372571
81.78	-0.000977278	640810	531	4.404032715	4.405010471	-0.000977756
81.76	-0.000244559	640811	532	4.403788126	4.404032715	-0.000244588
82.17	0.005014677	640812	533	4.408790272	4.403788126	0.005002145
82.41	0.002920774	640813	534	4.411706789	4.408790272	0.002916517
82.35	-0.000728067	640814	535	4.410978457	4.411706789	-0.000728332
82.36	0.000121433	640817	536	4.411099882	4.410978457	0.000121426
82.4	0.000485673	640818	537	4.411585437	4.411099882	0.000485555
82.32	-0.000970874	640819	538	4.410614092	4.411585437	-0.000971345
81.94	-0.004616132	640820	539	4.405987272	4.410614092	-0.004626819
82.07	0.001586527	640821	540	4.407572542	4.405987272	0.00158527
81.91	-0.001949555	640824	541	4.405621084	4.407572542	-0.001951458
81.44	-0.005738005	640825	542	4.399866553	4.405621084	-0.005754531
81.32	-0.001473477	640826	543	4.398391989	4.399866553	-0.001474564
81.7	0.004672897	640827	544	4.403054002	4.398391989	0.004662013
81.99	0.003549572	640828	545	4.406597289	4.403054002	0.003543287
81.83	-0.001951457	640831	546	4.404643925	4.406597289	-0.001953364
82.18	0.00427716	640901	547	4.408911963	4.404643925	0.004268039
82.31	0.001581893	640902	548	4.410492607	4.408911963	0.001580644
82.56	0.003037298	640903	549	4.413525302	4.410492607	0.003032695
82.76	0.002422481	640904	550	4.415944853	4.413525302	0.002419551
82.87	0.001329145	640908	551	4.417273115	4.415944853	0.001328262
83.05	0.002172077	640909	552	4.419442836	4.417273115	0.002169721
83.1	0.000602047	640910	553	4.420044702	4.419442836	0.000601866
83.45	0.004211793	640911	554	4.42424765	4.420044702	0.004202948
83.22	-0.002756141	640914	555	4.421487704	4.42424765	-0.002759947
83	-0.002643595	640915	556	4.418840608	4.421487704	-0.002647096
83.24	0.002891566	640916	557	4.421728002	4.418840608	0.002887394
83.79	0.0066074	640917	558	4.428313669	4.421728002	0.006585667
83.48	-0.003699726	640918	559	4.424607082	4.428313669	-0.003706586
83.86	0.004551989	640921	560	4.429148742	4.424607082	0.00454166
83.89	0.000357739	640922	561	4.429506417	4.429148742	0.000357675
83.91	0.000238407	640923	562	4.429744796	4.429506417	0.000238379
84	0.001072578	640924	563	4.430816799	4.429744796	0.001072003
84.21	0.0025	640925	564	4.433313679	4.430816799	0.00249688
84.28	0.000831255	640928	565	4.434144589	4.433313679	0.00083091
84.24	-0.000474608	640929	566	4.433669868	4.434144589	-0.000474721
84.18	-0.000712251	640930	567	4.432957363	4.433669868	-0.000712504
84.08	-0.001187931	641001	568	4.431768727	4.432957363	-0.001188637
84.36	0.003330162	641002	569	4.435093356	4.431768727	0.003324629
84.74	0.004504505	641005	570	4.439587745	4.435093356	0.00449439
84.79	0.00059004	641006	571	4.440177611	4.439587745	0.000589866
84.8	0.000117938	641007	572	4.440295543	4.440177611	0.000117931
85.04	0.002830189	641008	573	4.443121734	4.440295543	0.002826191
85.22	0.002116651	641009	574	4.445236148	4.443121734	0.002114414
85.24	0.000234687	641012	575	4.445470807	4.445236148	0.000234659
84.96	-0.003284843	641013	576	4.442180557	4.445470807	-0.00329025
84.79	-0.002000942	641014	577	4.440177611	4.442180557	-0.002002946
84.25	-0.006368676	641015	578	4.433788569	4.440177611	-0.006389042
84.83	0.006884273	641016	579	4.440649254	4.433788569	0.006860685
84.93	0.001178828	641019	580	4.441827388	4.440649254	0.001178134
85.18	0.002943601	641020	581	4.444766664	4.441827388	0.002939277
85.1	-0.000939188	641021	582	4.443827036	4.444766664	-0.000939629
84.94	-0.001880141	641022	583	4.441945125	4.443827036	-0.001881911
85.14	0.002354603	641023	584	4.44429696	4.441945125	0.002351836
85	-0.00164435	641026	585	4.442651256	4.44429696	-0.001645704
85	0	641027	586	4.442651256	4.442651256	0
84.69	-0.003647059	641028	587	4.438997531	4.442651256	-0.003653726
84.73	0.000472311	641029	588	4.43946973	4.438997531	0.000472199
84.86	0.001534285	641030	589	4.44100284	4.43946973	0.00153311
85.18	0.003770917	641102	590	4.444766664	4.44100284	0.003763825
85.14	-0.000469594	641104	591	4.44429696	4.444766664	-0.000469704
85.16	0.000234907	641105	592	4.44453184	4.44429696	0.00023488
85.23	0.000821982	641106	593	4.445353485	4.44453184	0.000821645
85.19	-0.000469318	641109	594	4.444884056	4.445353485	-0.000469428
84.84	-0.004108463	641110	595	4.44076713	4.444884056	-0.004116926
85.08	0.002828854	641111	596	4.44359199	4.44076713	0.002824861
85.19	0.001292901	641112	597	4.444884056	4.44359199	0.001292066
85.21	0.000234769	641113	598	4.445118798	4.444884056	0.000234742
85.65	0.005163713	641116	599	4.450269225	4.445118798	0.005150427
86.03	0.004436661	641117	600	4.454696073	4.450269225	0.004426848
86.22	0.002208532	641118	601	4.456902169	4.454696073	0.002206097
86.18	-0.000463929	641119	602	4.456438132	4.456902169	-0.000464037
86.28	0.001160362	641120	603	4.457597822	4.456438132	0.001159689
86	-0.003245248	641123	604	4.454347296	4.457597822	-0.003250525
85.73	-0.003139535	641124	605	4.451202823	4.454347296	-0.003144474
85.44	-0.003382713	641125	606	4.447814375	4.451202823	-0.003388447
85.16	-0.003277154	641127	607	4.44453184	4.447814375	-0.003282535
84.42	-0.008689526	641130	608	4.43580434	4.44453184	-0.0087275
83.55	-0.010305615	641201	609	4.425445255	4.43580434	-0.010359085
83.79	0.002872531	641202	610	4.428313669	4.425445255	0.002868414
84.18	0.004654493	641203	611	4.432957363	4.428313669	0.004643695
84.35	0.002019482	641204	612	4.434974809	4.432957363	0.002017446
84.33	-0.000237107	641207	613	4.434737674	4.434974809	-0.000237135
84	-0.003913198	641208	614	4.430816799	4.434737674	-0.003920875
83.46	-0.006428571	641209	615	4.424367475	4.430816799	-0.006449324
83.45	-0.000119818	641210	616	4.42424765	4.424367475	-0.000119825
83.66	0.002516477	641211	617	4.426760966	4.42424765	0.002513316
83.45	-0.00251016	641214	618	4.42424765	4.426760966	-0.002513316
83.22	-0.002756141	641215	619	4.421487704	4.42424765	-0.002759947
83.55	0.003965393	641216	620	4.425445255	4.421487704	0.003957551
83.9	0.004189108	641217	621	4.429625613	4.425445255	0.004180358
84.29	0.004648391	641218	622	4.434263234	4.429625613	0.004637621
84.38	0.001067742	641221	623	4.435330407	4.434263234	0.001067173
84.33	-0.000592557	641222	624	4.434737674	4.435330407	-0.000592733
84.15	-0.002134472	641223	625	4.432600921	4.434737674	-0.002136753
84.15	0	641224	626	4.432600921	4.432600921	0
84.07	-0.000950683	641228	627	4.431649785	4.432600921	-0.000951135
83.81	-0.003092661	641229	628	4.428552332	4.431649785	-0.003097453
84.3	0.005846558	641230	629	4.434381865	4.428552332	0.005829533
84.75	0.005338078	641231	630	4.439705746	4.434381865	0.005323881
84.23	-0.006135693	650104	631	4.433551152	4.439705746	-0.006154594
84.63	0.004748902	650105	632	4.438288814	4.433551152	0.004737661
84.89	0.003072197	650106	633	4.441356301	4.438288814	0.003067487
85.26	0.004358582	650107	634	4.445705411	4.441356301	0.004349111
85.37	0.001290171	650108	635	4.446994751	4.445705411	0.00128934
85.4	0.000351412	650111	636	4.447346101	4.446994751	0.00035135
85.61	0.002459016	650112	637	4.449802099	4.447346101	0.002455998
85.84	0.002686602	650113	638	4.452485098	4.449802099	0.002683
85.84	0	650114	639	4.452485098	4.452485098	0
86.21	0.004310345	650115	640	4.45678618	4.452485098	0.004301082
86.49	0.003247883	650118	641	4.4600288	4.45678618	0.00324262
86.63	0.001618684	650119	642	4.461646176	4.4600288	0.001617376
86.6	-0.0003463	650120	643	4.461299816	4.461646176	-0.00034636
86.52	-0.000923788	650121	644	4.460375601	4.461299816	-0.000924214
86.74	0.002542765	650122	645	4.462915138	4.460375601	0.002539537
86.86	0.001383445	650125	646	4.464297627	4.462915138	0.001382489
86.94	0.000921022	650126	647	4.465218226	4.464297627	0.000920598
87.23	0.003335634	650127	648	4.468548308	4.465218226	0.003330083
87.48	0.002865986	650128	649	4.471410196	4.468548308	0.002861887
87.56	0.000914495	650129	650	4.472324273	4.471410196	0.000914077
87.58	0.000228415	650201	651	4.472552661	4.472324273	0.000228389
87.55	-0.000342544	650202	652	4.472210059	4.472552661	-0.000342603
87.63	0.000913764	650203	653	4.473123405	4.472210059	0.000913346
87.57	-0.000684697	650204	654	4.472438474	4.473123405	-0.000684932
87.29	-0.003197442	650205	655	4.469235909	4.472438474	-0.003202565
86.95	-0.003895062	650208	656	4.465333241	4.469235909	-0.003902668
87.24	0.00333525	650209	657	4.468662941	4.465333241	0.003329701
86.46	-0.008940853	650210	658	4.459681879	4.468662941	-0.008981062
85.54	-0.010640759	650211	659	4.448984103	4.459681879	-0.010697776
86.17	0.007364975	650212	660	4.456322089	4.448984103	0.007337986
86.07	-0.001160497	650215	661	4.455160919	4.456322089	-0.001161171
85.67	-0.00464738	650216	662	4.450502706	4.455160919	-0.004658213
85.77	0.00116727	650217	663	4.451669295	4.450502706	0.001166589
86.05	0.003264545	650218	664	4.454928523	4.451669295	0.003259228
86.21	0.001859384	650219	665	4.45678618	4.454928523	0.001857658
86.64	0.00498782	650223	666	4.461761603	4.45678618	0.004975422
87.17	0.006117267	650224	667	4.467860235	4.461761603	0.006098632
87.2	0.000344155	650225	668	4.468204331	4.467860235	0.000344096
87.43	0.002637615	650226	669	4.470838473	4.468204331	0.002634142
87.25	-0.00205879	650301	670	4.468777561	4.470838473	-0.002060912
87.4	0.001719198	650302	671	4.470495283	4.468777561	0.001717722
87.26	-0.001601831	650303	672	4.468892168	4.470495283	-0.001603115
86.98	-0.003208801	650304	673	4.465678207	4.468892168	-0.003213961
86.8	-0.002069441	650305	674	4.463606622	4.465678207	-0.002071586
86.83	0.000345622	650308	675	4.463952184	4.463606622	0.000345562
86.69	-0.001612346	650309	676	4.462338537	4.463952184	-0.001613647
86.54	-0.001730303	650310	677	4.460606735	4.462338537	-0.001731802
86.9	0.004159926	650311	678	4.464758032	4.460606735	0.004151297
87.21	0.003567319	650312	679	4.468319003	4.464758032	0.003560971
87.24	0.000343997	650315	680	4.468662941	4.468319003	0.000343938
87.13	-0.00126089	650316	681	4.467401256	4.468662941	-0.001261685
87.02	-0.001262481	650317	682	4.466137977	4.467401256	-0.001263279
86.81	-0.002413238	650318	683	4.463721822	4.466137977	-0.002416155
86.84	0.000345582	650319	684	4.464067345	4.463721822	0.000345523
86.83	-0.000115154	650322	685	4.463952184	4.464067345	-0.000115161
86.93	0.001151676	650323	686	4.465103197	4.463952184	0.001151013
87.09	0.001840561	650324	687	4.466942067	4.465103197	0.00183887
86.84	-0.002870594	650325	688	4.464067345	4.466942067	-0.002874722
86.2	-0.007369876	650326	689	4.456670178	4.464067345	-0.007397167
86.03	-0.001972158	650329	690	4.454696073	4.456670178	-0.001974105
86.2	0.001976055	650330	691	4.456670178	4.454696073	0.001974105
86.16	-0.000464037	650331	692	4.456206033	4.456670178	-0.000464145
86.32	0.00185701	650401	693	4.458061321	4.456206033	0.001855288
86.53	0.002432808	650402	694	4.460491175	4.458061321	0.002429854
